,Date,Adj_Close,Close,High,Low,Open,Volume
22,2010-02-04 00:00:00+00:00,8.619999886,8.619999886,8.892856598,8.590000153,8.764286041,11026400
23,2010-02-05 00:00:00+00:00,8.691429138,8.691429138,8.715714455,8.468570709,8.595713615,11099200
24,2010-02-08 00:00:00+00:00,8.699999809,8.699999809,8.815713882,8.571429253,8.705714226,9346400
25,2010-02-09 00:00:00+00:00,8.875714302,8.875714302,8.880000114,8.710000038,8.722857475,8811600
26,2010-02-10 00:00:00+00:00,8.784285545,8.784285545,8.918571472,8.720000267,8.872857094,5807900
27,2010-02-11 00:00:00+00:00,9.051428795,9.051428795,9.069999695,8.728570938,8.744285583,7203700
28,2010-02-12 00:00:00+00:00,9.025713921,9.025713921,9.025713921,8.868571281,9,8408400
29,2010-02-16 00:00:00+00:00,9.265713692,9.265713692,9.287142754,9.071429253,9.088570595,9922500
30,2010-02-17 00:00:00+00:00,9.215714455,9.215714455,9.255714417,9.061429024,9.255714417,8134000
31,2010-02-18 00:00:00+00:00,9.442856789,9.442856789,9.467143059,9.127142906,9.130000114,8806000
32,2010-02-19 00:00:00+00:00,9.521429062,9.521429062,9.581428528,9.361429214,9.407142639,8813000
33,2010-02-22 00:00:00+00:00,9.324286461,9.324286461,9.614286423,9.115714073,9.577142715,35298200
34,2010-02-23 00:00:00+00:00,9.192856789,9.192856789,9.321429253,9.167142868,9.265713692,13049400
35,2010-02-24 00:00:00+00:00,9.241429329,9.241429329,9.340000153,9.165714264,9.244285583,12005700
36,2010-02-25 00:00:00+00:00,9.372857094,9.372857094,9.374285698,9.014286041,9.141428947,10717700
37,2010-02-26 00:00:00+00:00,9.435713768,9.435713768,9.547142982,9.32857132,9.380000114,8620500
38,2010-03-01 00:00:00+00:00,9.95714283,9.95714283,9.964285851,9.431428909,9.431428909,12866700
39,2010-03-02 00:00:00+00:00,9.854286194,9.854286194,10,9.831428528,9.998571396,11956700
40,2010-03-03 00:00:00+00:00,9.649999619,9.649999619,9.770000458,9.374285698,9.447142601,22049300
41,2010-03-04 00:00:00+00:00,9.715714455,9.715714455,9.795714378,9.591428757,9.600000381,7063000
42,2010-03-05 00:00:00+00:00,9.66428566,9.66428566,9.814286232,9.575714111,9.75,9117500
43,2010-03-08 00:00:00+00:00,9.811429024,9.811429024,9.822856903,9.688570976,9.712857246,6064100
44,2010-03-09 00:00:00+00:00,9.991429329,9.991429329,10.19285679,9.735713959,9.742856979,14179900
45,2010-03-10 00:00:00+00:00,10.18285656,10.18285656,10.22142887,10.01000023,10.03857136,7744800
46,2010-03-11 00:00:00+00:00,10.17000008,10.17000008,10.22714329,10.06142902,10.15714264,8457400
47,2010-03-12 00:00:00+00:00,9.997142792,9.997142792,10.07142925,9.902856827,10.02142906,9369500
48,2010-03-15 00:00:00+00:00,9.942856789,9.942856789,9.997142792,9.880000114,9.997142792,7012600
49,2010-03-16 00:00:00+00:00,10.09000015,10.09000015,10.12142944,9.935713768,9.935713768,8498000
50,2010-03-17 00:00:00+00:00,10.13142872,10.13142872,10.2485714,10.05714321,10.12857056,4390400
51,2010-03-18 00:00:00+00:00,10.07714272,10.07714272,10.16142941,10.06285667,10.10142899,3593100
52,2010-03-19 00:00:00+00:00,10.06428623,10.06428623,10.12857056,10.01000023,10.10000038,9905700
53,2010-03-22 00:00:00+00:00,10.41285706,10.41285706,10.42857075,10.00714302,10.05000019,7216300
54,2010-03-23 00:00:00+00:00,10.42285728,10.42285728,10.4985714,10.28999996,10.42857075,4979100
55,2010-03-24 00:00:00+00:00,10.33857059,10.33857059,10.45285702,10.32142925,10.41857147,3399900
56,2010-03-25 00:00:00+00:00,10.50571442,10.50571442,10.71428585,10.36571407,10.38285732,8349600
57,2010-03-26 00:00:00+00:00,10.61428642,10.61428642,10.70142937,10.47714329,10.50428581,5427800
58,2010-03-29 00:00:00+00:00,10.55714321,10.55714321,10.71428585,10.52142906,10.69999981,5602100
59,2010-03-30 00:00:00+00:00,10.72285748,10.72285748,10.80714321,10.63285732,10.69999981,7662200
60,2010-03-31 00:00:00+00:00,10.53428555,10.53428555,10.72285748,10.53142929,10.61428642,5714800
61,2010-04-01 00:00:00+00:00,10.71428585,10.71428585,10.81428623,10.51714325,10.51714325,13577200
62,2010-04-05 00:00:00+00:00,11.4271431,11.4271431,11.43714333,10.79571438,10.79714298,16663500
63,2010-04-06 00:00:00+00:00,11.90999985,11.90999985,11.99571419,11.40571404,11.48857117,27422500
64,2010-04-07 00:00:00+00:00,11.39000034,11.39000034,11.76714325,11.31428623,11.72714329,25214700
65,2010-04-08 00:00:00+00:00,11.68999958,11.68999958,11.71428585,11.32428646,11.32428646,13912500
66,2010-04-09 00:00:00+00:00,11.77428627,11.77428627,11.78571415,11.48999977,11.58428574,11563300
67,2010-04-12 00:00:00+00:00,11.88285732,11.88285732,11.8928566,11.64999962,11.75714302,9430400
68,2010-04-13 00:00:00+00:00,12.34000015,12.34000015,12.37857056,11.8571434,11.89714336,17424400
69,2010-04-14 00:00:00+00:00,12.51000023,12.51000023,12.72857094,12.26000023,12.42285728,18056500
70,2010-04-15 00:00:00+00:00,12.40428638,12.40428638,12.5528574,12.21428585,12.46428585,11999400
71,2010-04-16 00:00:00+00:00,12.18714333,12.18714333,12.41428566,12.02571392,12.35142899,10971800
72,2010-04-19 00:00:00+00:00,12.11428642,12.11428642,12.37142944,11.82428646,12.17857075,13470800
73,2010-04-20 00:00:00+00:00,12.43857098,12.43857098,12.48857117,12.12285709,12.15428638,12414500
74,2010-04-21 00:00:00+00:00,12.42571354,12.42571354,12.71428585,12.19857121,12.63571358,24311700
75,2010-04-22 00:00:00+00:00,14.32142925,14.32142925,14.64142895,12.94999981,13,90442100
76,2010-04-23 00:00:00+00:00,14.24714279,14.24714279,14.36571407,13.76571369,14.28714275,29817900
77,2010-04-26 00:00:00+00:00,15.45285702,15.45285702,15.67142868,14.34857082,14.34857082,47215000
78,2010-04-27 00:00:00+00:00,14.58142853,14.58142853,15.15142918,14.5185709,15.01000023,34263600
79,2010-04-28 00:00:00+00:00,14.19857121,14.19857121,14.68000031,13.97142887,14.50428581,22770300
80,2010-04-29 00:00:00+00:00,14.73857117,14.73857117,14.85000038,14.19428635,14.40142918,18078200
81,2010-04-30 00:00:00+00:00,14.12857056,14.12857056,14.83857059,14.08285713,14.83571434,13059200
82,2010-05-03 00:00:00+00:00,14.56999969,14.56999969,14.82999992,14.1428566,14.27999973,13974100
83,2010-05-04 00:00:00+00:00,14.19428635,14.19428635,14.41285706,13.97857094,14.28857136,15383900
84,2010-05-05 00:00:00+00:00,14.03285694,14.03285694,14.52714252,13.74428558,13.93000031,14749700
85,2010-05-06 00:00:00+00:00,13.85285664,13.85285664,14.4271431,12.8571434,13.87142944,24448900
86,2010-05-07 00:00:00+00:00,13.01285744,13.01285744,14.28571415,12.91857147,13.8571434,25908400
87,2010-05-10 00:00:00+00:00,13.92857075,13.92857075,13.99428558,13.5728569,13.74714279,18567500
88,2010-05-11 00:00:00+00:00,14.26000023,14.26000023,14.59285736,13.65428638,13.66428566,23100700
89,2010-05-12 00:00:00+00:00,15.40428638,15.40428638,15.41571426,14.48999977,14.52714252,27244700
90,2010-05-13 00:00:00+00:00,15.71571445,15.71571445,17.0714283,15.31571388,15.49285698,71549800
91,2010-05-14 00:00:00+00:00,14.36571407,14.36571407,15.13857079,14.28999996,15.07142925,34964300
92,2010-05-17 00:00:00+00:00,15.19285679,15.19285679,15.29142857,14.47285748,14.49571419,31577700
93,2010-05-18 00:00:00+00:00,14.5728569,14.5728569,15.39000034,14.37142944,15.05571365,27498100
94,2010-05-19 00:00:00+00:00,14.37285709,14.37285709,14.9271431,13.90857124,14.43428612,22927100
95,2010-05-20 00:00:00+00:00,13.56999969,13.56999969,13.99571419,13.28428555,13.82142925,28922600
96,2010-05-21 00:00:00+00:00,14.21000004,14.21000004,14.28428555,12.97285748,13.06142902,30009000
97,2010-05-24 00:00:00+00:00,14.51714325,14.51714325,14.90857124,14.28714275,14.48285675,18433100
98,2010-05-25 00:00:00+00:00,15,15,15,13.8571434,13.92857075,23362500
99,2010-05-26 00:00:00+00:00,14.97142887,14.97142887,15.54714298,14.79714298,15.35000038,33401900
100,2010-05-27 00:00:00+00:00,15.55142879,15.55142879,15.56999969,15.07142925,15.42857075,19626600
101,2010-05-28 00:00:00+00:00,15.87857056,15.87857056,16.27714348,15.45714283,15.5528574,28188300
102,2010-06-01 00:00:00+00:00,15.32714272,15.32714272,15.88285732,15.29714298,15.60857105,15894900
103,2010-06-02 00:00:00+00:00,15.82571411,15.82571411,15.86571407,14.97000027,15.55714321,18494000
104,2010-06-03 00:00:00+00:00,15.97857094,15.97857094,16.38142967,15.70142937,15.99142933,18261600
105,2010-06-04 00:00:00+00:00,15.68285656,15.68285656,16.38571358,15.36285686,15.6971426,21744100
106,2010-06-07 00:00:00+00:00,15.59428596,15.59428596,16.1771431,15.32142925,15.68571377,26215700
107,2010-06-08 00:00:00+00:00,15.76142883,15.76142883,16.0714283,15.32857132,15.86714268,24122700
108,2010-06-09 00:00:00+00:00,16.48999977,16.48999977,16.83857155,16.03142929,16.13999939,39731300
109,2010-06-10 00:00:00+00:00,16.95142937,16.95142937,17.12571335,16.62428665,16.86000061,24768100
110,2010-06-11 00:00:00+00:00,17.24142838,17.24142838,17.36428642,16.65714264,16.78285789,28693700
111,2010-06-14 00:00:00+00:00,18.11571312,18.11571312,18.28000069,17.54285622,17.62857056,34783000
112,2010-06-15 00:00:00+00:00,17.6428566,17.6428566,17.88428688,17.4614296,17.8571434,31710700
113,2010-06-16 00:00:00+00:00,17.80999947,17.80999947,18,17.14571381,17.54285622,30639700
114,2010-06-17 00:00:00+00:00,17.97999954,17.97999954,18.25714302,17.77142906,17.93571472,18610900
115,2010-06-18 00:00:00+00:00,18.05999947,18.05999947,18.15714264,17.7885704,17.98999977,17446100
116,2010-06-21 00:00:00+00:00,16.9985714,16.9985714,18.10000038,16.77142906,18.00571442,26078500
117,2010-06-22 00:00:00+00:00,16.63285637,16.63285637,17.20000076,16.29714394,17.07428551,27733300
118,2010-06-23 00:00:00+00:00,16.82428551,16.82428551,17,16.2885704,16.8214283,14732900
119,2010-06-24 00:00:00+00:00,16.4642868,16.4642868,16.83714294,16.37285614,16.69714355,13636700
120,2010-06-25 00:00:00+00:00,16.85428619,16.85428619,16.94571495,16.0714283,16.48714256,18129300
121,2010-06-28 00:00:00+00:00,16.80142975,16.80142975,17.12571335,16.60285759,16.95285606,11553500
122,2010-06-29 00:00:00+00:00,16.08285713,16.08285713,16.54714394,16.01000023,16.48857117,20429500
123,2010-06-30 00:00:00+00:00,15.52142906,15.52142906,16.18428612,15.4271431,15.71285725,26104400
124,2010-07-01 00:00:00+00:00,15.66571426,15.66571426,15.77999973,14.75285721,15.54285717,22759800
125,2010-07-02 00:00:00+00:00,15.29714298,15.29714298,15.92000008,15.18571377,15.80857086,11218200
126,2010-07-06 00:00:00+00:00,15.32428646,15.32428646,15.91571426,15.18428612,15.62857056,15773800
127,2010-07-07 00:00:00+00:00,16.9271431,16.9271431,16.9285717,15.32571411,15.54571438,28483700
128,2010-07-08 00:00:00+00:00,16.7114296,16.7114296,17.5357132,16.45571327,17.14571381,26282900
129,2010-07-09 00:00:00+00:00,16.79000092,16.79000092,16.83428574,16.32571411,16.59714317,12726000
130,2010-07-12 00:00:00+00:00,17.05428505,17.05428505,17.2142868,16.72857094,16.85000038,13410600
131,2010-07-13 00:00:00+00:00,17.27428627,17.27428627,17.38714218,16.83571434,17.34571457,17581200
132,2010-07-14 00:00:00+00:00,17.5714283,17.5714283,17.7142868,17.01428604,17.21714211,13643700
133,2010-07-15 00:00:00+00:00,17.30142975,17.30142975,17.4642868,17.0342865,17.38142967,15295700
134,2010-07-16 00:00:00+00:00,16.91285706,16.91285706,17.28285789,16.8214283,17.24285698,14473200
135,2010-07-19 00:00:00+00:00,16.98571396,16.98571396,17.16142845,16.45000076,16.82428551,13239100
136,2010-07-20 00:00:00+00:00,17.19857025,17.19857025,17.27142906,16.36428642,16.73571396,17623900
137,2010-07-21 00:00:00+00:00,17.09285736,17.09285736,17.65714264,16.98285675,17.43571472,33055400
138,2010-07-22 00:00:00+00:00,14.79428577,14.79428577,16.06714249,14.53571415,15.6428566,95617900
139,2010-07-23 00:00:00+00:00,15.38571358,15.38571358,15.53571415,14.60142899,14.99714279,33507600
140,2010-07-26 00:00:00+00:00,14.68428612,14.68428612,15.56999969,14.50857067,15.5014286,32959500
141,2010-07-27 00:00:00+00:00,14.86999989,14.86999989,15.06571388,14.64714336,15,22699600
142,2010-07-28 00:00:00+00:00,14.32999992,14.32999992,14.90857124,14.24285698,14.82714272,34626900
143,2010-07-29 00:00:00+00:00,14.00285721,14.00285721,14.44999981,13.61857128,14.35999966,35392700
144,2010-07-30 00:00:00+00:00,14.64999962,14.64999962,14.73999977,14.07714272,14.24142933,30704800
145,2010-08-02 00:00:00+00:00,14.554286,14.554286,15,14.42428589,14.85999966,24295600
146,2010-08-03 00:00:00+00:00,14.91571426,14.91571426,14.96142864,14.10428619,14.43714333,30139200
147,2010-08-04 00:00:00+00:00,15.4471426,15.4471426,15.5,14.95714283,14.99571419,24243100
148,2010-08-05 00:00:00+00:00,15.78999996,15.78999996,15.81428623,15.07142925,15.31857109,24296300
149,2010-08-06 00:00:00+00:00,16.90285683,16.90285683,16.9642868,15.41142941,15.52714252,48693400
150,2010-08-09 00:00:00+00:00,16.70000076,16.70000076,16.99285698,16.37285614,16.8571434,21420000
151,2010-08-10 00:00:00+00:00,17.8585701,17.8585701,18.06857109,16.17142868,16.20000076,90987400
152,2010-08-11 00:00:00+00:00,18.06714249,18.06714249,18.34571457,17.33571434,17.43142891,71350300
153,2010-08-12 00:00:00+00:00,19.00714302,19.00714302,19.11428642,17.71714211,17.77857018,71959300
154,2010-08-13 00:00:00+00:00,18.8942852,18.8942852,19.19571495,18.61000061,18.91714287,47224800
155,2010-08-16 00:00:00+00:00,19.60285759,19.60285759,19.70000076,18.66857147,18.80571365,42668500
156,2010-08-17 00:00:00+00:00,18.99571419,18.99571419,20.12857056,18.93571472,19.9285717,59518900
157,2010-08-18 00:00:00+00:00,17.95714378,17.95714378,18.59285736,17.90571404,18.4285717,59725400
158,2010-08-19 00:00:00+00:00,18.31999969,18.31999969,18.5385704,17.65571404,17.6785717,46575900
159,2010-08-20 00:00:00+00:00,18.56571388,18.56571388,18.68000031,18.2157135,18.23999977,24221400
160,2010-08-23 00:00:00+00:00,18.12857056,18.12857056,18.92571449,18.0714283,18.6428566,26871600
161,2010-08-24 00:00:00+00:00,17.32571411,17.32571411,17.95000076,17.29142952,17.94000053,36478400
162,2010-08-25 00:00:00+00:00,17.75,17.75,17.83714294,17.09285736,17.1442852,20053600
163,2010-08-26 00:00:00+00:00,17.97714233,17.97714233,18.24428558,17.76857185,17.98428535,28499100
164,2010-08-27 00:00:00+00:00,18.01428604,18.01428604,18.22571373,17.55428505,18.04999924,21134400
165,2010-08-30 00:00:00+00:00,17.58571434,17.58571434,17.95714378,17.51000023,17.8928566,18643100
166,2010-08-31 00:00:00+00:00,17.93142891,17.93142891,18.13571358,17.40142822,17.40857124,24219300
167,2010-09-01 00:00:00+00:00,19.27285767,19.27285767,19.4642868,18.44428635,18.69571495,58268000
168,2010-09-02 00:00:00+00:00,19.7142868,19.7142868,19.79714394,18.94428635,19.18571472,36800400
169,2010-09-03 00:00:00+00:00,19.78285789,19.78285789,20.3571434,19.72142982,20,34800500
170,2010-09-07 00:00:00+00:00,20.25571442,20.25571442,20.42142868,19.65714264,19.70142937,32400200
171,2010-09-08 00:00:00+00:00,20.8571434,20.8571434,21.1057148,20.48285675,20.51285744,38980200
172,2010-09-09 00:00:00+00:00,20.81142807,20.81142807,21.3914299,20.68571472,21.18571472,27959400
173,2010-09-10 00:00:00+00:00,20.87999916,20.87999916,20.98142815,20.62857056,20.94714355,18475100
174,2010-09-13 00:00:00+00:00,21.13428688,21.13428688,21.42142868,21,21.34428596,23407300
175,2010-09-14 00:00:00+00:00,20.95000076,20.95000076,21.27000046,20.87142944,21.10285759,20414100
176,2010-09-15 00:00:00+00:00,20.44571495,20.44571495,20.94142914,20.37428665,20.94142914,24116400
177,2010-09-16 00:00:00+00:00,20.0714283,20.0714283,20.5,20.01857185,20.3928566,28531300
178,2010-09-17 00:00:00+00:00,20.06571388,20.06571388,20.35000038,20.00285721,20.34000015,23191000
179,2010-09-20 00:00:00+00:00,20.41285706,20.41285706,20.5714283,20.00285721,20.2857132,37009000
180,2010-09-21 00:00:00+00:00,21.02857018,21.02857018,21.22857094,20.44428635,20.5,32460400
181,2010-09-22 00:00:00+00:00,22.41857147,22.41857147,22.42428589,21.32857132,21.44000053,62444900
182,2010-09-23 00:00:00+00:00,22.92428589,22.92428589,23.38857079,22.63142967,22.68000031,81991000
183,2010-09-24 00:00:00+00:00,23.17285728,23.17285728,23.87428665,23,23.44571495,65331000
184,2010-09-27 00:00:00+00:00,23.56999969,23.56999969,23.73714256,22.76857185,22.9285717,41696900
185,2010-09-28 00:00:00+00:00,23.12285614,23.12285614,23.56999969,22.7842865,23.54999924,38302600
186,2010-09-29 00:00:00+00:00,24.37571335,24.37571335,24.3928566,22.88857079,22.91285706,54484500
187,2010-09-30 00:00:00+00:00,23.16571426,23.16571426,24.91428566,23.12571335,24.54999924,72002700
188,2010-10-01 00:00:00+00:00,22.09428596,22.09428596,22.95714378,21.97285652,22.94285774,58912700
189,2010-10-04 00:00:00+00:00,22.34142876,22.34142876,22.68428612,21.65285683,21.86000061,47406800
190,2010-10-05 00:00:00+00:00,22.30857086,22.30857086,22.8585701,22.03000069,22.7857132,41052900
191,2010-10-06 00:00:00+00:00,21.46714211,21.46714211,22.6785717,21.20857048,22.06999969,47487300
192,2010-10-07 00:00:00+00:00,21.63285637,21.63285637,22.01285744,21.26285744,21.52428627,28767900
193,2010-10-08 00:00:00+00:00,21.37714386,21.37714386,21.8571434,21.14999962,21.71999931,24377500
194,2010-10-11 00:00:00+00:00,21.95571327,21.95571327,22.35428619,21.4614296,21.5342865,28622300
195,2010-10-12 00:00:00+00:00,22.19857025,22.19857025,22.26142883,21.6442852,21.95999908,25449200
196,2010-10-13 00:00:00+00:00,22.08714294,22.08714294,22.7857132,22.0014286,22.58571434,22960700
197,2010-10-14 00:00:00+00:00,21.82571411,21.82571411,22.3942852,21.64857101,21.98714256,21929600
198,2010-10-15 00:00:00+00:00,22.24571419,22.24571419,22.26142883,21.72285652,21.93285751,24075100
199,2010-10-18 00:00:00+00:00,21.8571434,21.8571434,22.37857056,21.71714211,22.34428596,19976600
200,2010-10-19 00:00:00+00:00,21.33285713,21.33285713,21.77571487,21.04999924,21.47285652,25627700
201,2010-10-20 00:00:00+00:00,21.87857056,21.87857056,22.25285721,21.1428566,21.4285717,63282100
202,2010-10-21 00:00:00+00:00,24.67000008,24.67000008,24.99142838,23.79714394,24.21999931,111769000
203,2010-10-22 00:00:00+00:00,24.01428604,24.01428604,24.49714279,23.70571327,23.87142944,49298900
204,2010-10-25 00:00:00+00:00,23.83428574,23.83428574,24.26428604,23.57999992,24.17571449,25864300
205,2010-10-26 00:00:00+00:00,25.37428665,25.37428665,25.65142822,23.86428642,23.87142944,73645600
206,2010-10-27 00:00:00+00:00,25.5,25.5,26.3914299,25.07999992,25.61428642,64831200
207,2010-10-28 00:00:00+00:00,25.10000038,25.10000038,25.60285759,24.72142982,25.5714283,26392100
208,2010-10-29 00:00:00+00:00,24.79571342,24.79571342,25.11428642,24.18857193,24.99142838,41610800
209,2010-11-01 00:00:00+00:00,23.90999985,23.90999985,24.8571434,23.67142868,24.85000038,34553400
210,2010-11-02 00:00:00+00:00,24.51571465,24.51571465,24.76857185,23.79428673,23.81285667,38203200
211,2010-11-03 00:00:00+00:00,24.49428558,24.49428558,24.86285782,24.14714241,24.66285706,27377000
212,2010-11-04 00:00:00+00:00,23.97428513,23.97428513,24.77571487,23.79999924,24.76428604,41218800
213,2010-11-05 00:00:00+00:00,24.01428604,24.01428604,24.41571426,23.83714294,24.40571404,21994000
214,2010-11-08 00:00:00+00:00,24.16142845,24.16142845,24.36285782,23.6085701,23.83285713,28799400
215,2010-11-09 00:00:00+00:00,24.35142899,24.35142899,24.98571396,24.20285606,24.25,40275900
216,2010-11-10 00:00:00+00:00,25.26714325,25.26714325,25.3228569,24.09285736,24.2857132,38518900
217,2010-11-11 00:00:00+00:00,25.02000046,25.02000046,25.52714348,24.79285622,24.98857117,29417500
218,2010-11-12 00:00:00+00:00,24.7142868,24.7142868,25.27000046,24.29999924,24.94142914,29166900
219,2010-11-15 00:00:00+00:00,24.04285622,24.04285622,24.79142952,23.95428658,24.56142807,31976700
220,2010-11-16 00:00:00+00:00,23.62857056,23.62857056,24.17571449,23.36714363,23.8228569,27365800
221,2010-11-17 00:00:00+00:00,23.81142807,23.81142807,24.0728569,23.43142891,23.53000069,18810400
222,2010-11-18 00:00:00+00:00,24.04714394,24.04714394,24.39999962,24.00285721,24.22714233,17776500
223,2010-11-19 00:00:00+00:00,24.71999931,24.71999931,24.75,23.97285652,24.05142975,22594600
224,2010-11-22 00:00:00+00:00,26.90285683,26.90285683,26.95714378,25.8571434,25.86714363,71804600
225,2010-11-23 00:00:00+00:00,26.81571388,26.81571388,27.44285774,26.57714272,26.60428619,47708500
226,2010-11-24 00:00:00+00:00,26.96714211,26.96714211,27.40428543,26.68857193,27.27285767,28202300
227,2010-11-26 00:00:00+00:00,27.41428566,27.41428566,27.49714279,26.82857132,26.90714264,21292600
228,2010-11-29 00:00:00+00:00,28.41714287,28.41714287,28.5714283,27.5,27.7157135,49387800
229,2010-11-30 00:00:00+00:00,29.41428566,29.41428566,29.54285622,27.93571472,28.2857132,83170500
230,2010-12-01 00:00:00+00:00,28.59142876,28.59142876,29.8914299,28.26714325,29.68857193,74986800
231,2010-12-02 00:00:00+00:00,27.63142967,27.63142967,28.06428528,27.33428574,27.74714279,59782800
232,2010-12-03 00:00:00+00:00,26.49285698,26.49285698,27.88571358,26.37142944,27.81571388,62869800
233,2010-12-06 00:00:00+00:00,27.63857079,27.63857079,27.66714287,26.61285782,26.70142937,47777100
234,2010-12-07 00:00:00+00:00,27.11571312,27.11571312,28.48571396,27.0728569,28.1785717,49305200
235,2010-12-08 00:00:00+00:00,26.88999939,26.88999939,26.9271431,25.91285706,26.44428635,73343900
236,2010-12-09 00:00:00+00:00,27.29285622,27.29285622,27.44857025,26.51285744,27.1428566,47335400
237,2010-12-10 00:00:00+00:00,27.80428505,27.80428505,28.28142929,27.5,28.19714355,47511800
238,2010-12-13 00:00:00+00:00,26.25714302,26.25714302,27.51571465,26.0714283,27.50714302,50047200
239,2010-12-14 00:00:00+00:00,25.49285698,25.49285698,26.10000038,25.30142975,25.87714386,63529900
240,2010-12-15 00:00:00+00:00,25.5,25.5,25.91714287,25.07999992,25.4657135,44511600
241,2010-12-16 00:00:00+00:00,25.95000076,25.95000076,26.10428619,25.47142982,25.50714302,34080900
242,2010-12-17 00:00:00+00:00,25.71714211,25.71714211,26.3571434,25.65571404,26.15142822,103407500
243,2010-12-20 00:00:00+00:00,25.43571472,25.43571472,25.86428642,25.21999931,25.82857132,32995900
244,2010-12-21 00:00:00+00:00,26.6057148,26.6057148,26.6442852,25.6442852,25.80999947,40583900
245,2010-12-22 00:00:00+00:00,26.47857094,26.47857094,27.1085701,26.37142944,26.73142815,29177400
246,2010-12-23 00:00:00+00:00,26.36857033,26.36857033,26.48428535,25.93571472,26.48285675,21014700
247,2010-12-27 00:00:00+00:00,25.7157135,25.7157135,25.83428574,25.3942852,25.73571396,26189100
248,2010-12-28 00:00:00+00:00,26.23857117,26.23857117,26.33857155,25.50285721,25.59000015,27215300
249,2010-12-29 00:00:00+00:00,25.75285721,25.75285721,26.3571434,25.73999977,26.29285622,19399100
250,2010-12-30 00:00:00+00:00,25.68571472,25.68571472,25.76428604,25.53142929,25.7142868,14743400
251,2010-12-31 00:00:00+00:00,25.10000038,25.10000038,25.6771431,25.07571411,25.57857132,21562800
252,2011-01-03 00:00:00+00:00,25.48714256,25.48714256,25.83857155,24.7857132,25,39956000
253,2011-01-04 00:00:00+00:00,25.90999985,25.90999985,26.41428566,25.46999931,25.90714264,44065700
254,2011-01-05 00:00:00+00:00,25.67571449,25.67571449,26.11285782,25.53000069,25.87857056,31799600
255,2011-01-06 00:00:00+00:00,25.4271431,25.4271431,25.67000008,25.09285736,25.16857147,31991400
256,2011-01-07 00:00:00+00:00,25.61428642,25.61428642,25.79285622,25.19714355,25.52428627,22155000
257,2011-01-10 00:00:00+00:00,26.84000015,26.84000015,26.85000038,25.59714317,25.67142868,43674400
258,2011-01-11 00:00:00+00:00,26.66428566,26.66428566,27.32857132,26.5385704,27.05999947,32522700
259,2011-01-12 00:00:00+00:00,26.98571396,26.98571396,27,26.3928566,26.8585701,21098700
260,2011-01-13 00:00:00+00:00,27.3557148,27.3557148,27.47857094,26.7142868,26.92000008,29903300
261,2011-01-14 00:00:00+00:00,27.35428619,27.35428619,27.6071434,26.96999931,27.25857162,19575500
262,2011-01-18 00:00:00+00:00,27.66857147,27.66857147,27.83428574,27.08142853,27.35285759,18580800
263,2011-01-19 00:00:00+00:00,27.26714325,27.26714325,27.69285774,27.00285721,27.54428673,21740600
